year,occasion,site,food_trt,helm_trt,date,sess,trap,tag,sex,per,nip,preg,test,fate,handler,notes,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,I5,219800,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,K5,219680,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,K1,219637,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,K3,219796,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,F4,219753,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,D5,219678,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,3,E2,226262,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,4,D5,219678,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,4,F4,219753,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,4,E2,226186,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,ketunpesa,control,deworm,10/14/2021,4,K5,219796,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/13/2021,2,A3,219977,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,K2,226189,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,C4,219977,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,G5,226703,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,F2,226280,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,E2,219777,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,D1,219784,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,E1,219750,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,3,D2,226497,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,4,I2,219748,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,4,E2,219750,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,4,D5,226210,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,kuoppa,supplement,control,10/14/2021,4,C5,219643,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,helmipollo,control,control,10/16/2021,2,F1,226080,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,helmipollo,control,control,10/16/2021,2,F3,226273,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,helmipollo,control,control,10/16/2021,2,A1,219137,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,helmipollo,control,control,10/16/2021,2,C4,226120,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,3,C4,226120,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,3,A5,226719,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,3,G2,226080,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,3,H3,219839,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,3,J2,219607,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,3,F4,226273,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,4,H1,226080,not noted,not noted,not noted,not noted,not noted,R,SD,multicap w/ weasel,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,4,F2,226273,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,4,D4,226120,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,4,A5,226719,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,4,G1,219699,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,4,H3,219839,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,helmipollo,control,control,10/17/2021,4,G5,226146,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/16/2021,2,K1,226087,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,I6,226758,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,G2,219758,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,I3,226243,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,J1,226087,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,J1,219793,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,K6,219600,not noted,not noted,not noted,not noted,not noted,R,JV,multicap w/ vole,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,K1,219648,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,C6,219623,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,B5,219895,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,A6,219674,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,E6,219682,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,F4,226141,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,3,A4,219799,not noted,not noted,not noted,not noted,not noted,R,BN,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,4,A4,219799,not noted,not noted,not noted,not noted,not noted,R,JV,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,4,G2,219758,not noted,not noted,not noted,not noted,not noted,R,SD,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,4,K1,219648,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,4,K2,226087,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
2021,6,vaarinkorpi,supplement,control,10/17/2021,4,I6,226758,not noted,not noted,not noted,not noted,not noted,R,NM,,,,,,,,,,,
